model,target_variable,location,all_quantiles_all_horizons,all_horizons,not_excluded_manually,included_in_ensemble
bisop-seirfilter,inc case,CZ,TRUE,TRUE,TRUE,TRUE
bisop-seirfilter,inc death,CZ,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,AT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,BE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,BG,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,CH,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,CZ,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,DE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,DK,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,EE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,ES,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,FI,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,FR,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,GB,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,GR,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,HR,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,HU,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,IE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,IT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,LT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,LV,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,MT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,NL,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,NO,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,PL,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,PT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,RO,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,SE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,SI,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc case,SK,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,AT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,BE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,BG,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,CH,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,CZ,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,DE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,DK,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,EE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,ES,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,FI,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,FR,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,GB,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,GR,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,HR,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,HU,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,IE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,IT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,LT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,LV,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,MT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,NL,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,NO,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,PL,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,PT,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,RO,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,SE,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,SI,TRUE,TRUE,TRUE,TRUE
bisop-seirfilterlite,inc death,SK,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,AT,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,BE,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,BG,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,CY,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,CZ,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,DE,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,DK,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,EE,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,FI,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,FR,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,GR,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,HR,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,HU,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,IE,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,LT,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,LV,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,NL,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,NO,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,PL,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,SI,TRUE,TRUE,TRUE,TRUE
DSMPG-bayes,inc case,SK,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc case,BE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc case,DE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc case,FR,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc case,GB,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc case,IT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc case,NL,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc case,PL,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc case,SK,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc death,BE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc death,DE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc death,FR,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc death,GB,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc death,IT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc death,NL,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc death,PL,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiExpert,inc death,SK,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,AT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,BE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,BG,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,CH,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,CY,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,CZ,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,DE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,DK,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,EE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,FI,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,FR,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,GB,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,GR,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,HR,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,HU,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,IE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,IS,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,IT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,LI,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,LT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,LU,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,LV,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,MT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,NL,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,NO,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,PL,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,PT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,RO,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,SE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,SI,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc case,SK,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,AT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,BE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,BG,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,CH,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,CY,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,CZ,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,DE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,DK,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,EE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,FI,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,FR,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,GB,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,GR,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,HR,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,HU,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,IE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,IS,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,IT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,LI,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,LT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,LU,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,LV,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,MT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,NL,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,NO,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,PL,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,PT,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,RO,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,SE,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,SI,TRUE,TRUE,TRUE,TRUE
epiforecasts-EpiNow2,inc death,SK,TRUE,TRUE,TRUE,TRUE
FIAS_FZJ-Epi1Ger,inc case,DE,TRUE,TRUE,TRUE,TRUE
FIAS_FZJ-Epi1Ger,inc death,DE,TRUE,TRUE,TRUE,TRUE
ICM-agentModel,inc case,PL,TRUE,TRUE,TRUE,TRUE
ICM-agentModel,inc death,PL,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,AT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,BE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,BG,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,CH,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,CY,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,CZ,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,DE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,DK,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,EE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,ES,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,FI,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,FR,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,GB,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,GR,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,HR,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,HU,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,IE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,IS,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,IT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,LI,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,LT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,LU,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,LV,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,MT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,NL,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,NO,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,PL,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,PT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,RO,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,SE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,SI,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc case,SK,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,AT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,BE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,BG,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,CH,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,CY,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,CZ,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,DE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,DK,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,EE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,ES,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,FI,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,FR,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,GB,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,GR,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,HR,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,HU,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,IE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,IS,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,IT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,LI,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,LT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,LU,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,LV,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,MT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,NL,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,NO,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,PL,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,PT,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,RO,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,SE,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,SI,TRUE,TRUE,TRUE,TRUE
IEM_Health-CovidProject,inc death,SK,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,AT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,BE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,BG,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,CH,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,CY,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,CZ,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,DE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,DK,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,EE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,ES,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,FI,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,FR,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,GB,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,GR,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,HR,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,HU,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,IE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,IS,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,IT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,LI,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,LT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,LU,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,LV,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,MT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,NL,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,NO,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,PL,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,PT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,RO,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,SE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,SI,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,SK,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,AT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,BE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,BG,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,CH,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,CY,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,CZ,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,DE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,DK,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,EE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,ES,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,FI,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,FR,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,GB,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,GR,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,HR,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,HU,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,IE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,IS,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,IT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,LI,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,LT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,LU,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,LV,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,MT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,NL,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,NO,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,PL,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,PT,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,RO,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,SE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,SI,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc death,SK,TRUE,TRUE,TRUE,TRUE
itwm-dSEIR,inc case,DE,TRUE,TRUE,TRUE,TRUE
itwm-dSEIR,inc death,DE,TRUE,TRUE,TRUE,TRUE
ITWW-county_repro,inc case,DE,TRUE,TRUE,TRUE,TRUE
ITWW-county_repro,inc case,PL,TRUE,TRUE,TRUE,TRUE
ITWW-county_repro,inc death,DE,TRUE,TRUE,TRUE,TRUE
ITWW-county_repro,inc death,PL,TRUE,TRUE,TRUE,TRUE
Karlen-pypm,inc case,DE,TRUE,TRUE,TRUE,TRUE
Karlen-pypm,inc death,DE,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,AT,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,BE,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,BG,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,CH,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,CY,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,CZ,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,DE,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,DK,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,EE,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,ES,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,FI,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,FR,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,GB,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,GR,TRUE,TRUE,TRUE,TRUE
LANL-GrowthRate,inc case,HR,TRUE,TRUE,TRUE,TRUE
